MSc Data Science,Business Analytics Centre,, Masters ,Part-Time (Weekends),18 Months,https://www.nibm.lk/programmes/msc-data-science/
MSc in Applied Psychology,Humanities, Kirulapone / , Masters ,Part-time (Sundays Only),18 months,https://www.nibm.lk/programmes/msc-in-applied-psychology/
